age,education,housing,contact_cellular,month,day_of_week,duration,campaign,pdays,previous,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,job_blue_collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self_employed,job_services,job_student,job_technician,job_unemployed,marital_married,marital_single,loan_unknown,loan_yes
28.0,4,1,1,7,2,2.9355072658247128,0.6989700043360189,0,0,1.4,93.918,-42.7,4.962,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26.0,3,0,1,7,3,3.0569048513364727,0.47712125471966244,0,0,1.4,93.918,-42.7,4.962,5228.1,yes,True,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,3,0,0,5,2,2.357934847000454,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
26.0,5,0,0,10,5,2.41161970596323,0.6020599913279624,1,1,-3.4,92.431,-26.9,0.73,5017.5,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41.0,6,1,0,5,1,3.0461047872460387,0.6989700043360189,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,True
56.0,1,1,1,3,3,2.2329961103921536,0.47712125471966244,0,1,-1.8,93.369,-34.8,0.634,5008.7,yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38.0,2,1,1,5,2,2.737987326333431,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.291,5099.1,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False
24.0,5,1,1,9,3,2.401400540781544,0.6020599913279624,1,1,-1.1,94.199,-37.5,0.876,4963.6,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,True
50.0,6,1,1,7,2,1.99563519459755,0.6020599913279624,0,0,1.4,93.918,-42.7,4.961,5228.1,no,False,False,False,True,False,False,False,False,False,False,True,False,False,False
31.0,2,0,1,5,4,2.833147111912785,0.47712125471966244,1,1,-1.8,92.893,-46.2,1.266,5099.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
36.0,5,1,0,7,2,2.48572142648158,0.9542425094393249,0,0,-2.9,92.469,-33.6,0.937,5076.2,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42.0,3,0,1,5,4,2.1522883443830563,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.266,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True
58.0,6,1,1,5,2,2.9304395947667,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.344,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32.0,4,1,1,4,1,1.7403626894942439,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.405,5099.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
49.0,5,0,1,8,4,2.278753600952829,0.47712125471966244,0,0,1.4,93.444,-36.1,4.963,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
45.0,3,0,0,5,3,1.3617278360175928,0.7781512503836436,0,0,1.1,93.994,-36.4,4.859,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
26.0,5,1,1,7,2,2.61066016308988,0.47712125471966244,1,1,-2.9,92.469,-33.6,1.044,5076.2,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,False
28.0,4,1,1,5,1,2.0569048513364727,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.244,5099.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,6,1,0,5,2,3.0269416279590295,0.8450980400142568,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False
46.0,1,1,0,5,3,2.3783979009481375,1.0,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,True,False,False,False,False,False,False,False,True,False,False,False
26.0,6,0,1,11,5,2.7234556720351857,0.6989700043360189,0,0,-1.1,94.767,-50.8,1.04,4963.6,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,6,0,0,7,5,2.247973266361807,1.2304489213782739,0,0,-0.1,93.444,-41.8,4.963,5228.1,no,False,False,False,False,False,False,False,False,False,True,True,False,False,False
88.0,1,1,1,3,3,2.0086001717619175,0.47712125471966244,0,0,-1.8,92.843,-50.0,1.663,5099.1,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False
31.0,6,0,1,11,4,1.7323937598229686,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.076,5195.8,no,False,True,False,False,False,False,False,False,False,False,False,True,False,False
39.0,5,0,1,3,1,2.3483048630481607,0.47712125471966244,1,1,-1.8,93.369,-34.8,0.639,5008.7,yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False
31.0,5,1,1,7,1,2.5024271199844326,0.6989700043360189,0,0,1.4,93.918,-42.7,4.96,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
56.0,3,1,1,7,1,2.2576785748691846,0.6989700043360189,0,0,1.4,93.918,-42.7,4.962,5228.1,no,False,False,False,True,False,False,False,False,False,False,True,False,False,False
31.0,6,0,0,7,1,0.9030899869919435,0.47712125471966244,0,0,-1.7,94.215,-40.3,0.889,4991.6,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
29.0,4,0,0,6,5,2.164352855784437,0.47712125471966244,0,0,1.4,94.465,-41.8,4.967,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
47.0,5,0,1,4,4,3.0111473607757975,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.41,5099.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
42.0,1,0,1,5,5,2.4871383754771865,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.313,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
32.0,5,1,1,8,3,2.404833716619938,0.47712125471966244,1,1,-2.9,92.201,-31.4,0.884,5076.2,yes,False,False,False,False,False,False,True,False,False,False,False,True,False,True
28.0,5,1,0,5,2,2.1931245983544616,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.291,5099.1,no,False,False,False,False,False,False,False,False,False,True,True,False,False,False
37.0,6,1,1,8,3,2.2068258760318495,0.47712125471966244,0,0,1.4,93.444,-36.1,4.967,5228.1,no,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32.0,6,1,0,6,1,2.247973266361807,0.9030899869919435,0,0,1.4,94.465,-41.8,4.961,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,True
58.0,6,0,1,11,3,2.0293837776852097,0.47712125471966244,0,0,-3.4,92.649,-30.1,0.716,5017.5,no,False,False,False,False,False,True,False,False,False,False,True,False,False,False
41.0,4,1,1,8,3,2.089905111439398,0.7781512503836436,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50.0,6,0,0,6,5,1.6334684555795864,0.6020599913279624,0,0,1.4,94.465,-41.8,4.967,5228.1,no,False,True,False,False,False,False,False,False,False,False,True,False,False,False
53.0,3,1,1,8,1,2.294466226161593,0.6020599913279624,0,0,-1.7,94.027,-38.3,0.898,4991.6,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
38.0,5,0,0,5,5,2.5403294747908736,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43.0,5,0,1,7,3,3.143014800254095,0.9542425094393249,0,0,1.4,93.918,-42.7,4.957,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
26.0,5,0,1,6,3,2.7774268223893115,0.7781512503836436,1,1,-1.7,94.055,-39.8,0.767,4991.6,yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False
45.0,1,1,1,8,3,2.1958996524092336,0.47712125471966244,0,0,-2.9,92.201,-31.4,0.884,5076.2,no,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46.0,4,0,1,11,1,2.2405492482826,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.191,5195.8,no,False,False,False,False,False,False,False,False,True,False,True,False,False,True
62.0,4,1,1,8,5,2.714329759745233,0.6020599913279624,0,1,-2.9,92.201,-31.4,0.825,5076.2,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,True
48.0,6,1,0,5,5,2.859138297294531,0.6989700043360189,0,0,1.1,93.994,-36.4,4.864,5191.0,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
54.0,4,1,0,6,5,1.6127838567197355,0.6020599913279624,0,0,1.4,94.465,-41.8,4.967,5228.1,no,False,False,False,False,True,False,False,False,False,False,True,False,False,False
37.0,3,1,0,5,1,1.6720978579357175,0.6989700043360189,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
52.0,1,1,1,7,1,1.9493900066449128,0.47712125471966244,0,0,1.4,93.918,-42.7,4.96,5228.1,no,False,False,True,False,False,False,False,False,False,False,True,False,False,False
40.0,6,1,0,5,5,1.6901960800285136,0.8450980400142568,0,0,1.1,93.994,-36.4,4.857,5191.0,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
27.0,3,0,1,5,1,2.815577748324267,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.299,5099.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
43.0,3,1,1,7,1,1.8808135922807914,0.6989700043360189,0,0,1.4,93.918,-42.7,4.96,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
28.0,6,1,0,5,1,2.3541084391474008,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
30.0,5,0,1,7,4,2.0492180226701815,0.47712125471966244,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
48.0,1,0,0,6,1,2.406540180433955,0.47712125471966244,0,0,1.4,94.465,-41.8,4.961,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
33.0,6,1,1,4,4,2.44870631990508,0.47712125471966244,1,1,-1.8,93.749,-34.6,0.635,5008.7,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
39.0,6,1,0,5,2,2.416640507338281,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,True,False,False,False,False,False,False,False,True,False,False,False
34.0,2,1,0,5,4,1.4313637641589874,0.47712125471966244,0,0,1.1,93.994,-36.4,4.855,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True
35.0,6,1,1,7,5,2.984077033902831,0.6020599913279624,0,0,1.4,93.918,-42.7,4.963,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,5,1,0,6,4,3.0948203803548,0.9542425094393249,0,0,1.4,94.465,-41.8,4.958,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32.0,6,1,1,5,3,2.2764618041732443,0.6020599913279624,0,0,-1.8,93.876,-40.0,0.672,5008.7,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
51.0,4,1,1,4,4,2.837588438235511,0.47712125471966244,1,1,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
53.0,1,1,0,8,2,3.074450718954591,0.7781512503836436,0,0,1.4,93.444,-36.1,4.968,5228.1,yes,True,False,False,False,False,False,False,False,False,False,True,False,False,False
36.0,6,0,1,11,3,2.5289167002776547,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.12,5195.8,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32.0,2,0,0,5,4,1.7853298350107671,0.47712125471966244,0,0,1.1,93.994,-36.4,4.855,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
33.0,6,1,1,9,4,2.6180480967120925,0.47712125471966244,1,1,-1.1,94.199,-37.5,0.879,4963.6,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,True
26.0,5,0,0,5,5,2.792391689498254,0.6020599913279624,0,0,1.1,93.994,-36.4,4.859,5191.0,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26.0,6,1,1,5,1,1.0,0.9542425094393249,0,1,-1.8,92.893,-46.2,1.299,5099.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,True
38.0,6,1,1,11,3,2.48572142648158,0.47712125471966244,0,1,-0.1,93.2,-42.0,4.12,5195.8,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31.0,5,1,0,5,1,2.1986570869544226,0.8450980400142568,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True
26.0,5,0,1,6,2,2.681241237375587,0.47712125471966244,0,0,-2.9,92.963,-40.8,1.262,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
54.0,5,1,1,12,3,2.5403294747908736,0.47712125471966244,0,0,-3.0,92.713,-33.0,0.721,5023.5,yes,False,False,False,False,False,False,False,False,False,True,True,False,False,False
44.0,2,1,0,9,4,1.0413926851582251,0.47712125471966244,0,0,-1.1,94.199,-37.5,0.884,4963.6,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
98.0,1,1,1,10,5,2.678518379040114,0.47712125471966244,1,1,-3.4,92.431,-26.9,0.73,5017.5,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
26.0,6,0,0,4,5,1.724275869600789,0.9030899869919435,0,0,-1.8,93.075,-47.1,1.405,5099.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50.0,4,0,1,7,2,2.0293837776852097,0.47712125471966244,0,0,1.4,93.918,-42.7,4.961,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,True
65.0,4,1,1,8,2,2.4183012913197452,0.47712125471966244,1,1,-1.7,94.027,-38.3,0.904,4991.6,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
51.0,6,0,1,5,2,1.9637878273455553,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.266,5099.1,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31.0,2,0,0,5,2,3.0008677215312267,0.7781512503836436,0,0,1.1,93.994,-36.4,4.856,5191.0,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
35.0,2,0,1,5,1,2.7730546933642626,0.47712125471966244,1,1,-1.8,92.893,-46.2,1.354,5099.1,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
19.0,3,0,0,7,1,2.754348335711019,0.47712125471966244,1,1,-1.7,94.215,-40.3,0.827,4991.6,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,True
32.0,1,1,1,8,1,1.0791812460476249,1.0413926851582251,0,0,1.4,93.444,-36.1,4.965,5228.1,no,False,False,True,False,False,False,False,False,False,False,True,False,False,False
24.0,5,1,1,7,3,2.385606273598312,0.47712125471966244,0,0,1.4,93.918,-42.7,4.962,5228.1,no,False,False,False,False,False,False,True,False,False,False,False,True,False,False
32.0,6,1,0,5,4,1.8573324964312685,0.6020599913279624,0,0,1.1,93.994,-36.4,4.86,5191.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
49.0,6,1,1,4,4,2.5888317255942073,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,True,False,False,False,False,False,False,True,False,False,False
57.0,6,1,1,7,1,3.0265332645232967,0.7781512503836436,0,0,1.4,93.918,-42.7,4.962,5228.1,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,True
32.0,6,1,1,3,2,2.6314437690131722,0.6989700043360189,0,0,-1.8,92.843,-50.0,1.687,5099.1,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False
30.0,5,0,0,7,3,1.8573324964312685,0.47712125471966244,0,0,1.4,93.918,-42.7,4.956,5228.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,False
19.0,2,1,1,3,2,2.496929648073215,0.47712125471966244,1,1,-1.8,93.369,-34.8,0.655,5008.7,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
33.0,6,1,1,7,5,2.6190933306267428,0.6020599913279624,0,0,1.4,93.918,-42.7,4.957,5228.1,yes,False,False,False,True,False,False,False,False,False,False,False,True,False,False
29.0,6,0,0,6,1,3.0236639181977933,1.0791812460476249,0,0,1.4,94.465,-41.8,4.961,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,5,1,1,7,5,2.910090545594068,0.47712125471966244,0,0,1.4,93.918,-42.7,4.963,5228.1,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
42.0,6,0,1,8,4,2.2278867046136734,0.47712125471966244,0,0,1.4,93.444,-36.1,4.963,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,True
43.0,2,1,1,5,4,2.595496221825574,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.327,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
30.0,2,1,1,11,2,2.5327543789924976,0.6020599913279624,0,0,-0.1,93.2,-42.0,4.153,5195.8,no,False,False,False,False,False,False,True,False,False,False,True,False,True,False
26.0,3,1,0,7,3,2.3521825181113627,0.47712125471966244,0,0,1.4,93.918,-42.7,4.962,5228.1,no,True,False,False,False,False,False,False,False,False,False,False,True,False,True
83.0,1,1,1,7,2,2.41161970596323,0.47712125471966244,0,1,-1.7,94.215,-40.3,0.797,4991.6,no,False,False,True,False,False,False,False,False,False,False,False,False,False,True
38.0,5,1,1,5,5,2.5118833609788744,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.259,5099.1,yes,False,False,False,False,False,False,True,False,False,False,True,False,False,False
38.0,6,1,1,8,1,1.9867717342662448,0.6020599913279624,0,0,1.4,93.444,-36.1,4.963,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,True,False,False
58.0,1,0,0,5,3,2.838849090737255,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.281,5099.1,yes,False,False,True,False,False,False,False,False,False,False,True,False,False,False
62.0,6,0,1,3,1,2.0211892990699383,0.6020599913279624,1,1,-1.8,93.369,-34.8,0.646,5008.7,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
29.0,4,1,1,4,1,2.869818207979328,0.6989700043360189,0,0,-1.8,93.075,-47.1,1.466,5099.1,yes,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,5,1,0,5,5,2.2576785748691846,0.47712125471966244,0,0,1.1,93.994,-36.4,4.859,5191.0,no,False,False,False,False,False,False,False,False,False,False,True,False,False,True
28.0,5,1,1,7,1,2.399673721481038,0.6020599913279624,1,1,-1.7,94.215,-40.3,0.827,4991.6,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
34.0,5,1,0,8,5,1.3617278360175928,0.47712125471966244,0,0,-1.7,94.027,-38.3,0.89,4991.6,no,False,False,False,False,False,False,False,False,False,False,False,True,True,False
28.0,6,0,1,5,3,2.7442929831226763,0.6020599913279624,0,0,-1.8,92.893,-46.2,1.334,5099.1,yes,False,False,False,False,False,True,False,False,False,False,False,True,False,False
31.0,3,1,1,7,3,2.0969100130080562,0.47712125471966244,0,0,1.4,93.918,-42.7,4.962,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
40.0,6,0,0,5,2,1.8260748027008264,1.146128035678238,0,0,-0.1,93.444,-41.8,4.856,5191.0,no,False,False,False,True,False,False,False,False,False,False,True,False,False,True
50.0,1,0,0,5,4,2.690196080028514,0.47712125471966244,0,0,1.1,93.994,-36.4,4.855,5191.0,no,False,False,True,False,False,False,False,False,False,False,False,False,False,False
31.0,6,0,1,8,4,2.0530784434834195,0.6989700043360189,0,0,1.4,93.444,-36.1,4.968,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30.0,6,0,1,8,3,2.130333768495006,0.47712125471966244,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,2,0,1,5,3,2.450249108319361,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.281,5099.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,True
31.0,5,1,1,7,3,2.967079734144497,0.47712125471966244,0,0,1.4,93.918,-42.7,4.963,5228.1,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24.0,4,1,1,4,4,2.617000341120899,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
34.0,5,1,1,5,1,2.3541084391474008,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.299,5099.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
36.0,1,0,0,5,4,2.7363965022766426,0.6020599913279624,0,0,1.1,93.994,-36.4,4.86,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
28.0,3,1,1,5,5,3.0461047872460387,0.8450980400142568,0,0,-1.8,92.893,-46.2,1.25,5099.1,yes,False,False,False,False,False,True,False,False,False,False,True,False,False,False
83.0,1,0,1,11,2,2.385606273598312,0.47712125471966244,1,1,-3.4,92.649,-30.1,0.716,5017.5,yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False
38.0,6,1,1,8,3,2.12057393120585,0.8450980400142568,0,0,1.4,93.444,-36.1,4.964,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,True,False,True
33.0,6,0,1,8,5,1.9867717342662448,0.47712125471966244,0,0,1.4,93.444,-36.1,4.963,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
24.0,6,1,1,5,3,1.9030899869919435,0.47712125471966244,0,0,-1.8,92.893,-46.2,1.281,5099.1,no,False,False,False,False,False,False,False,True,False,False,False,True,False,False
44.0,6,0,1,6,2,2.9661417327390325,0.6020599913279624,1,1,-2.9,92.963,-40.8,1.262,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51.0,6,0,1,6,5,2.2041199826559246,0.6020599913279624,0,0,-2.9,92.963,-40.8,1.268,5076.2,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56.0,5,1,0,5,3,2.428134794028789,0.47712125471966244,0,0,1.1,93.994,-36.4,4.859,5191.0,no,False,False,False,False,False,False,False,False,False,True,False,False,False,False
22.0,6,1,1,9,1,2.290034611362518,0.6020599913279624,0,1,-1.1,94.199,-37.5,0.882,4963.6,yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,2,0,0,6,4,2.859138297294531,0.47712125471966244,0,0,1.4,94.465,-41.8,4.961,5228.1,no,False,False,False,False,False,False,True,False,False,False,True,False,False,False
56.0,1,1,0,6,5,1.0413926851582251,1.2304489213782739,0,0,1.4,94.465,-41.8,4.959,5228.1,no,False,False,False,False,True,False,False,False,False,False,False,False,False,False
64.0,1,0,1,12,4,2.7007037171450192,0.47712125471966244,1,1,-3.0,92.713,-33.0,0.714,5023.5,no,False,False,True,False,False,False,False,False,False,False,True,False,False,True
45.0,6,0,0,5,2,2.184691430817599,0.6989700043360189,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
26.0,5,1,1,7,5,2.6766936096248664,0.9542425094393249,0,0,-1.7,94.215,-40.3,0.822,4991.6,yes,False,False,False,False,False,False,False,False,False,True,True,False,False,False
34.0,6,0,1,11,4,2.569373909615046,0.6020599913279624,0,0,-0.1,93.2,-42.0,4.076,5195.8,yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False
36.0,2,1,1,11,3,1.8512583487190752,0.47712125471966244,0,0,-0.1,93.2,-42.0,4.12,5195.8,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
43.0,5,1,1,7,1,2.677606952720493,0.7781512503836436,0,0,1.4,93.918,-42.7,4.96,5228.1,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50.0,4,1,1,8,5,3.116275587580544,0.7781512503836436,0,0,1.4,93.444,-36.1,4.966,5228.1,yes,False,True,False,False,False,False,False,False,False,False,True,False,False,False
25.0,5,0,1,6,1,2.6866362692622934,0.6020599913279624,0,0,-1.7,94.055,-39.8,0.72,4991.6,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
33.0,6,0,1,4,2,2.0569048513364727,0.6989700043360189,0,1,-1.8,93.749,-34.6,0.644,5008.7,no,False,False,False,True,False,False,False,False,False,False,False,True,False,False
46.0,1,1,0,5,4,2.0086001717619175,0.7781512503836436,0,0,1.1,93.994,-36.4,4.86,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
54.0,4,0,0,5,3,2.9014583213961123,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
46.0,4,0,0,7,2,2.823474229170301,0.7781512503836436,0,0,1.4,93.918,-42.7,4.961,5228.1,no,False,False,False,False,False,False,False,False,True,False,False,False,False,False
20.0,5,1,1,6,5,2.305351369446624,0.6020599913279624,0,0,-2.9,92.963,-40.8,1.268,5076.2,yes,False,False,False,False,False,False,False,True,False,False,False,True,False,False
44.0,1,1,1,8,2,2.469822015978163,0.6989700043360189,0,0,1.4,93.444,-36.1,4.963,5228.1,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
50.0,6,1,0,5,1,2.12057393120585,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,False,True,False,False,False,False,False,False,False,False,False,False,False,False
38.0,6,0,1,9,4,1.9030899869919435,0.6020599913279624,0,0,-1.1,94.199,-37.5,0.879,4963.6,no,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27.0,6,1,1,5,1,2.3180633349627615,0.47712125471966244,0,1,-1.8,92.893,-46.2,1.299,5099.1,no,False,True,False,False,False,False,False,False,False,False,True,False,False,False
34.0,5,1,1,7,5,1.968482948553935,0.47712125471966244,0,0,1.4,93.918,-42.7,4.959,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
32.0,6,1,1,8,2,2.9116901587538613,0.6020599913279624,0,0,1.4,93.444,-36.1,4.966,5228.1,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
34.0,3,0,0,5,5,2.537819095073274,0.7781512503836436,0,0,1.1,93.994,-36.4,4.859,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
31.0,6,0,1,5,3,2.24551266781415,0.6989700043360189,1,1,-1.8,93.876,-40.0,0.697,5008.7,yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False
49.0,1,1,0,5,3,2.6138418218760693,0.47712125471966244,0,0,1.1,93.994,-36.4,4.857,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
32.0,4,1,1,10,3,2.4409090820652177,0.6020599913279624,0,0,-1.1,94.601,-49.5,0.959,4963.6,yes,False,False,False,False,False,False,False,False,True,False,True,False,False,False
59.0,4,1,1,8,5,2.482873583608754,0.6020599913279624,1,1,-1.7,94.027,-38.3,0.905,4991.6,yes,False,False,False,False,True,False,False,False,False,False,True,False,False,False
59.0,6,0,0,5,5,2.667452952889954,0.6020599913279624,0,0,-0.1,93.444,-41.8,4.864,5191.0,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
24.0,4,0,0,6,4,1.9731278535996986,0.6020599913279624,0,0,1.4,94.465,-41.8,4.961,5228.1,no,False,False,False,False,False,False,False,False,True,False,True,False,False,False
32.0,3,0,0,5,1,2.041392685158225,0.6020599913279624,0,0,1.1,93.994,-36.4,4.857,5191.0,no,True,False,False,False,False,False,False,False,False,False,True,False,False,False
35.0,6,0,1,4,4,2.575187844927661,0.47712125471966244,0,0,-1.8,93.075,-47.1,1.365,5099.1,yes,False,False,False,True,False,False,False,False,False,False,True,False,False,False
58.0,5,0,1,7,5,2.824125833916549,0.6020599913279624,0,0,1.4,93.918,-42.7,4.963,5228.1,no,False,False,False,False,False,False,False,False,False,False,False,False,False,False
