age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
31.0;entrepreneur;married;university.degree;unknown;no;no;cellular;jul;mon;97.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
30.0;self-employed;married;university.degree;no;yes;no;cellular;jul;thu;140.0;2;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
35.0;blue collar;single;basic.4y;unknown;yes;no;telephone;jun;wed;282.0;15;999;0;;1.4;94.465;-41.8;4.864;5228.1;no
45.0;technician;single;professional.course;unknown;yes;no;telephone;jun;fri;293.0;3;999;0;;1.4;94.465;-41.8;4.947;5228.1;no
49.0;admin.;married;basic.9y;no;no;no;cellular;nov;mon;265.0;1;999;0;;-0.1;93.2;-42.0;4.191;5195.8;no
45.0;services;married;high.school;unknown;yes;no;telephone;may;mon;787.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
37.0;management;married;high.school;no;yes;no;cellular;jul;mon;599.0;1;999;0;;;;;4.96;5228.1;yes
56.0;retired;married;high.school;unknown;yes;no;telephone;jun;fri;1094.0;3;999;0;;1.4;94.465;-41.8;4.959;5228.1;yes
31.0;management;married;university.degree;no;yes;yes;cellular;aug;wed;649.0;2;999;0;;1.4;93.444;-36.1;4.967;5228.1;yes
51.0;blue collar;married;basic.4y;no;yes;yes;telephone;may;mon;387.0;1;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
60.0;technician;married;professional.course;no;no;no;cellular;apr;wed;107.0;2;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
30.0;admin.;married;university.degree;no;yes;yes;cellular;apr;thu;739.0;2;999;0;;-1.8;93.075;-47.1;1.483;5099.1;yes
37.0;unemployed;married;university.degree;unknown;no;no;telephone;jun;mon;198.0;1;999;0;;-1.7;94.055;-39.8;0.754;4991.6;yes
51.0;entrepreneur;married;basic.6y;unknown;yes;yes;cellular;jul;fri;124.0;2;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
31.0;unemployed;single;university.degree;no;yes;no;cellular;mar;tue;180.0;1;10;1;success;-1.8;93.369;-34.8;0.646;5008.7;yes
46.0;admin.;married;high.school;no;yes;no;cellular;jul;tue;335.0;3;999;2;failure;-1.7;94.215;-40.3;0.797;4991.6;yes
27.0;admin.;single;high.school;no;yes;no;cellular;jul;mon;112.0;1;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
36.0;blue collar;single;basic.6y;unknown;yes;no;telephone;jul;mon;1877.0;1;999;0;;1.4;93.918;-42.7;4.96;5228.1;yes
25.0;services;single;basic.9y;no;yes;no;cellular;jul;wed;535.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
45.0;admin.;divorced;university.degree;no;no;no;cellular;may;mon;507.0;1;999;0;;-1.8;92.893;-46.2;1.244;5099.1;yes
64.0;housemaid;married;basic.4y;no;no;no;cellular;dec;thu;422.0;1;6;2;success;-3.0;92.713;-33.0;0.714;5023.5;yes
38.0;blue collar;single;basic.4y;no;no;no;telephone;may;wed;17.0;7;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
27.0;services;married;high.school;unknown;no;no;telephone;jun;fri;73.0;3;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
48.0;admin.;married;high.school;no;no;no;telephone;nov;tue;301.0;1;999;2;failure;-1.1;94.767;-50.8;1.049;4963.6;no
34.0;technician;single;university.degree;no;yes;no;telephone;jul;thu;202.0;5;999;0;;1.4;93.918;-42.7;4.958;5228.1;no
48.0;self-employed;married;university.degree;unknown;no;no;telephone;may;tue;138.0;8;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
29.0;entrepreneur;married;basic.6y;no;no;no;telephone;may;fri;217.0;2;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
;blue collar;married;high.school;no;yes;no;telephone;jul;thu;445.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
36.0;entrepreneur;single;university.degree;no;no;no;cellular;nov;wed;1120.0;2;999;0;;-0.1;93.2;-42.0;4.12;5195.8;yes
45.0;management;married;high.school;unknown;no;no;cellular;jul;wed;94.0;3;999;0;;1.4;93.918;-42.7;4.957;5228.1;no
44.0;technician;married;professional.course;unknown;yes;no;cellular;aug;mon;147.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
69.0;;married;university.degree;no;yes;yes;cellular;sep;tue;109.0;2;3;1;success;-3.4;92.379;-29.8;0.77;5017.5;no
51.0;blue collar;married;high.school;no;yes;no;telephone;may;mon;200.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
36.0;technician;married;professional.course;no;yes;yes;telephone;jun;mon;37.0;1;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
33.0;admin.;single;professional.course;no;no;no;cellular;may;mon;843.0;1;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1;yes
38.0;admin.;married;university.degree;no;yes;no;cellular;jul;tue;422.0;1;999;0;;-2.9;92.469;-33.6;1.044;5076.2;no
33.0;unemployed;divorced;professional.course;no;yes;no;cellular;aug;mon;151.0;2;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
57.0;blue collar;married;basic.6y;unknown;yes;no;cellular;may;tue;168.0;4;999;0;;-1.8;92.893;-46.2;1.291;5099.1;no
24.0;services;single;high.school;no;yes;yes;telephone;jun;mon;183.0;2;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
44.0;blue collar;married;basic.9y;unknown;no;no;telephone;may;mon;109.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
32.0;unemployed;married;high.school;no;yes;no;cellular;nov;thu;728.0;1;999;0;;-0.1;93.2;-42.0;4.076;5195.8;yes
48.0;services;divorced;high.school;no;yes;yes;cellular;apr;mon;111.0;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no
38.0;services;married;high.school;no;no;no;telephone;may;mon;219.0;4;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
43.0;admin.;married;high.school;no;yes;no;telephone;jun;tue;282.0;2;999;0;;1.4;94.465;-41.8;4.864;5228.1;no
31.0;admin.;married;university.degree;no;no;no;telephone;apr;wed;118.0;3;999;0;;-1.8;93.075;-47.1;1.415;5099.1;yes
54.0;blue collar;married;basic.4y;unknown;no;no;cellular;aug;thu;65.0;6;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
33.0;services;married;high.school;unknown;no;no;cellular;nov;thu;117.0;6;999;0;;-0.1;93.2;-42.0;4.076;5195.8;no
58.0;admin.;divorced;university.degree;no;yes;no;telephone;may;fri;628.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;yes
78.0;retired;married;basic.4y;no;yes;no;cellular;jul;mon;173.0;2;999;1;failure;-1.7;94.215;-40.3;0.87;4991.6;yes
25.0;services;single;high.school;no;yes;no;telephone;oct;thu;301.0;1;999;0;;-0.1;93.798;-40.4;4.921;5195.8;yes
50.0;blue collar;married;;unknown;yes;no;cellular;may;mon;96.0;2;999;0;;-1.8;92.893;-46.2;1.299;5099.1;no
42.0;admin.;single;high.school;no;no;no;cellular;sep;thu;209.0;1;999;0;;-1.1;94.199;-37.5;0.878;4963.6;yes
25.0;admin.;single;high.school;no;yes;no;cellular;may;thu;888.0;3;999;0;;-1.8;92.893;-46.2;1.266;5099.1;yes
52.0;services;married;high.school;no;yes;no;telephone;aug;mon;575.0;2;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
45.0;services;married;high.school;no;yes;no;telephone;may;tue;276.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
53.0;admin.;married;university.degree;no;no;no;cellular;aug;fri;139.0;1;999;0;;-2.9;92.201;-31.4;0.849;5076.2;no
64.0;retired;married;professional.course;no;no;no;cellular;jun;tue;222.0;1;999;3;failure;-1.7;94.055;-39.8;0.761;4991.6;yes
35.0;blue collar;single;basic.9y;no;no;no;cellular;jul;mon;53.0;3;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
44.0;admin.;single;university.degree;no;yes;no;cellular;may;fri;211.0;4;3;1;success;-1.8;93.876;-40.0;0.682;5008.7;yes
50.0;housemaid;married;;no;yes;no;telephone;jun;thu;86.0;1;999;0;;1.4;94.465;-41.8;4.866;5228.1;no
53.0;management;divorced;university.degree;no;yes;no;cellular;jun;mon;348.0;6;999;2;failure;-1.7;94.055;-39.8;0.754;4991.6;no
27.0;blue collar;married;basic.9y;unknown;no;no;telephone;may;mon;322.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
36.0;services;married;university.degree;no;no;yes;cellular;jun;tue;255.0;2;3;1;success;-2.9;92.963;-40.8;1.206;5076.2;yes
38.0;self-employed;single;;no;no;no;cellular;jul;tue;843.0;8;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
21.0;blue collar;married;basic.9y;no;no;yes;cellular;jul;wed;89.0;6;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
42.0;admin.;divorced;university.degree;no;yes;no;telephone;jul;mon;339.0;2;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
31.0;blue collar;married;basic.9y;unknown;yes;yes;cellular;may;wed;119.0;2;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;no
45.0;technician;married;professional.course;no;yes;no;cellular;jul;tue;83.0;3;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
36.0;admin.;single;university.degree;no;yes;no;cellular;sep;fri;100.0;2;999;0;;-3.4;92.379;-29.8;0.773;5017.5;yes
62.0;retired;married;university.degree;no;yes;no;cellular;dec;wed;282.0;1;6;1;success;-3.0;92.713;-33.0;0.706;5023.5;yes
39.0;technician;divorced;professional.course;no;yes;no;cellular;aug;tue;1134.0;1;999;0;;1.4;93.444;-36.1;4.968;5228.1;yes
39.0;unemployed;single;university.degree;no;yes;no;cellular;dec;mon;387.0;1;6;2;success;-3.0;92.713;-33.0;0.706;5023.5;yes
38.0;admin.;single;university.degree;unknown;no;no;telephone;jun;tue;556.0;1;999;0;;1.4;94.465;-41.8;4.961;5228.1;yes
53.0;self-employed;married;university.degree;no;no;no;cellular;aug;thu;131.0;1;999;0;;1.4;93.444;-36.1;4.962;5228.1;no
47.0;blue collar;single;basic.9y;no;yes;yes;telephone;jul;mon;41.0;9;999;0;;1.4;93.918;-42.7;4.96;5228.1;no
57.0;retired;divorced;high.school;no;yes;no;cellular;jul;thu;162.0;6;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
39.0;blue collar;married;basic.6y;unknown;no;no;cellular;jul;tue;634.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
68.0;retired;married;professional.course;no;no;yes;cellular;may;thu;420.0;1;999;1;failure;-1.8;93.876;-40.0;0.692;5008.7;yes
59.0;management;married;university.degree;no;no;no;telephone;may;mon;340.0;8;999;0;;-1.8;92.893;-46.2;1.354;5099.1;yes
24.0;technician;single;professional.course;no;no;no;telephone;may;tue;421.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
36.0;technician;married;high.school;no;yes;no;telephone;may;mon;262.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
37.0;admin.;married;high.school;no;no;no;telephone;apr;tue;426.0;2;999;0;;-1.8;93.749;-34.6;0.646;5008.7;yes
35.0;technician;married;professional.course;no;no;yes;telephone;may;thu;32.0;2;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
41.0;entrepreneur;divorced;;no;no;no;cellular;may;fri;536.0;2;999;0;;-1.8;92.893;-46.2;1.25;5099.1;yes
40.0;blue collar;single;basic.9y;no;no;no;cellular;may;wed;196.0;3;999;0;;-1.8;92.893;-46.2;1.281;5099.1;no
31.0;admin.;single;university.degree;no;unknown;unknown;cellular;jul;wed;61.0;2;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
42.0;management;divorced;high.school;no;yes;no;cellular;may;fri;163.0;1;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;no
36.0;management;married;university.degree;no;yes;no;cellular;jun;thu;156.0;1;999;1;failure;-2.9;92.963;-40.8;1.26;5076.2;yes
39.0;admin.;single;university.degree;no;yes;yes;telephone;jun;mon;1075.0;2;999;0;;1.4;94.465;-41.8;4.865;5228.1;no
33.0;admin.;married;university.degree;no;yes;no;cellular;aug;fri;278.0;1;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
60.0;self-employed;married;professional.course;unknown;no;no;telephone;jun;tue;247.0;5;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
31.0;blue collar;married;basic.9y;no;yes;no;cellular;apr;thu;257.0;2;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1;no
47.0;blue collar;married;basic.9y;no;no;no;cellular;jun;tue;544.0;1;999;0;;-1.7;94.055;-39.8;0.713;4991.6;no
34.0;admin.;married;high.school;no;no;no;cellular;jul;wed;391.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
34.0;admin.;married;university.degree;no;no;no;telephone;jun;fri;64.0;1;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
34.0;entrepreneur;married;;no;yes;no;cellular;aug;wed;98.0;1;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
41.0;admin.;married;university.degree;unknown;yes;no;telephone;may;fri;288.0;3;999;2;failure;-1.8;92.893;-46.2;1.313;5099.1;no
35.0;services;married;high.school;no;no;no;telephone;may;thu;283.0;1;999;0;;1.1;93.994;-36.4;4.86;5191.0;no
37.0;admin.;married;university.degree;no;yes;no;telephone;may;thu;1059.0;2;999;0;;;;;4.86;5191.0;yes
55.0;admin.;married;basic.4y;unknown;no;no;telephone;jun;fri;1469.0;9;999;0;;1.4;94.465;-41.8;4.967;5228.1;yes
54.0;housemaid;married;basic.4y;unknown;yes;no;cellular;aug;wed;523.0;3;999;0;;1.4;93.444;-36.1;4.964;5228.1;yes
33.0;unemployed;single;university.degree;no;no;no;telephone;jun;mon;89.0;1;999;1;failure;-2.9;92.963;-40.8;1.266;5076.2;no
50.0;admin.;divorced;high.school;no;no;no;cellular;aug;tue;664.0;9;999;0;;1.4;93.444;-36.1;4.965;5228.1;yes
48.0;blue collar;married;basic.4y;no;no;no;cellular;may;wed;109.0;1;12;1;success;-1.8;92.893;-46.2;1.334;5099.1;no
47.0;blue collar;married;basic.4y;no;yes;no;telephone;jun;mon;2769.0;4;999;0;;1.4;94.465;-41.8;4.96;5228.1;yes
36.0;self-employed;married;basic.9y;unknown;yes;yes;cellular;aug;thu;593.0;2;999;0;;1.4;93.444;-36.1;4.964;5228.1;yes
55.0;technician;married;professional.course;unknown;no;no;telephone;may;wed;48.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
31.0;technician;married;professional.course;no;no;no;telephone;jun;wed;371.0;2;999;0;;1.4;94.465;-41.8;4.962;5228.1;yes
39.0;admin.;single;high.school;unknown;no;no;telephone;may;tue;215.0;1;999;0;;1.1;93.994;-36.4;4.856;5191.0;no
35.0;self-employed;married;university.degree;no;yes;no;telephone;may;wed;206.0;3;999;0;;1.1;93.994;-36.4;4.858;5191.0;no
37.0;entrepreneur;divorced;high.school;unknown;no;no;cellular;jul;wed;344.0;3;999;0;;1.4;93.918;-42.7;4.957;5228.1;no
34.0;blue collar;single;;no;no;yes;cellular;jul;fri;1000.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;yes
34.0;self-employed;single;university.degree;no;yes;no;cellular;jul;wed;359.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
54.0;admin.;married;university.degree;no;yes;no;cellular;mar;mon;115.0;1;999;0;;-1.8;92.843;-50.0;1.56;5099.1;yes
57.0;technician;divorced;professional.course;no;no;no;cellular;jul;tue;624.0;2;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
36.0;admin.;single;university.degree;no;no;yes;cellular;aug;fri;69.0;2;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
29.0;self-employed;single;university.degree;no;yes;no;cellular;jun;mon;167.0;2;999;1;failure;-1.7;94.055;-39.8;0.72;4991.6;yes
46.0;housemaid;married;high.school;no;yes;no;cellular;aug;mon;121.0;1;999;0;;1.4;93.444;-36.1;4.97;5228.1;no
32.0;student;married;high.school;no;yes;no;telephone;dec;wed;87.0;5;999;0;;-3.0;92.713;-33.0;0.715;5023.5;no
30.0;technician;single;university.degree;no;yes;no;cellular;aug;thu;979.0;3;999;0;;1.4;93.444;-36.1;4.962;5228.1;yes
41.0;blue collar;married;high.school;no;no;yes;telephone;apr;thu;55.0;2;999;0;;-1.8;93.075;-47.1;1.41;5099.1;no
53.0;management;married;university.degree;no;yes;no;telephone;aug;tue;97.0;1;999;0;;-1.7;94.027;-38.3;0.904;4991.6;yes
39.0;admin.;single;high.school;no;yes;no;telephone;jul;mon;215.0;3;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
54.0;blue collar;married;basic.4y;no;yes;no;cellular;aug;thu;150.0;3;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
33.0;blue collar;married;basic.9y;no;unknown;unknown;cellular;nov;tue;111.0;1;999;1;failure;-0.1;93.2;-42.0;4.153;5195.8;no
31.0;self-employed;single;university.degree;no;no;no;cellular;dec;wed;854.0;1;999;0;;-3.0;92.713;-33.0;0.715;5023.5;yes
27.0;blue collar;single;high.school;no;yes;no;cellular;oct;tue;209.0;3;999;1;failure;-1.1;94.601;-49.5;0.982;4963.6;yes
58.0;retired;married;basic.9y;unknown;yes;no;telephone;may;thu;828.0;3;999;0;;1.1;93.994;-36.4;4.86;5191.0;yes
50.0;management;married;university.degree;no;no;no;cellular;jul;thu;650.0;1;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
44.0;management;married;university.degree;no;yes;no;cellular;nov;tue;170.0;2;999;1;failure;-0.1;93.2;-42.0;4.153;5195.8;no
58.0;retired;divorced;basic.9y;no;yes;no;telephone;nov;mon;248.0;1;999;0;;-0.1;93.2;-42.0;4.406;5195.8;yes
34.0;admin.;married;university.degree;no;no;yes;cellular;sep;mon;250.0;3;999;0;;-1.1;94.199;-37.5;0.882;4963.6;yes
34.0;admin.;married;high.school;no;no;no;cellular;nov;thu;1598.0;4;999;0;;-0.1;93.2;-42.0;4.076;5195.8;yes
52.0;admin.;married;university.degree;no;no;no;cellular;may;thu;195.0;1;999;0;;-1.8;93.876;-40.0;0.677;5008.7;yes
39.0;services;married;;unknown;yes;yes;cellular;jul;wed;1201.0;6;999;0;;1.4;93.918;-42.7;4.963;5228.1;yes
33.0;management;single;university.degree;no;yes;yes;cellular;apr;wed;1176.0;1;999;0;;-1.8;93.075;-47.1;1.498;5099.1;yes
24.0;services;single;high.school;no;yes;no;cellular;apr;wed;209.0;1;999;0;;-1.8;93.075;-47.1;1.445;5099.1;yes
55.0;retired;married;high.school;no;no;no;cellular;nov;fri;532.0;1;999;0;;-0.1;93.2;-42.0;4.021;5195.8;no
28.0;services;single;high.school;no;unknown;unknown;cellular;may;tue;48.0;3;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1;no
57.0;blue collar;divorced;;unknown;unknown;unknown;telephone;jun;wed;41.0;8;999;0;;1.4;94.465;-41.8;4.962;5228.1;no
30.0;management;married;university.degree;no;no;no;cellular;oct;tue;411.0;2;999;0;;-3.4;92.431;-26.9;0.742;5017.5;yes
33.0;blue collar;single;basic.4y;no;yes;yes;cellular;apr;thu;460.0;1;999;0;;-1.8;93.075;-47.1;1.365;5099.1;yes
30.0;admin.;single;university.degree;no;yes;no;cellular;aug;wed;202.0;1;999;0;;1.4;93.444;-36.1;4.964;5228.1;no
53.0;blue collar;married;basic.9y;unknown;yes;yes;telephone;jun;fri;16.0;20;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
33.0;technician;single;university.degree;no;no;no;telephone;nov;mon;293.0;5;999;1;failure;-0.1;93.2;-42.0;4.191;5195.8;no
50.0;admin.;married;high.school;unknown;no;no;telephone;may;tue;178.0;3;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
37.0;technician;single;high.school;no;yes;yes;cellular;aug;wed;763.0;1;999;0;;;;;4.967;5228.1;yes
50.0;admin.;divorced;basic.9y;no;no;no;cellular;jul;mon;250.0;5;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
39.0;blue collar;married;basic.6y;no;yes;no;cellular;may;tue;103.0;1;999;2;failure;-1.8;92.893;-46.2;1.344;5099.1;no
42.0;blue collar;married;basic.9y;no;no;no;cellular;jul;thu;1187.0;3;999;0;;1.4;93.918;-42.7;4.963;5228.1;yes
43.0;blue collar;married;basic.4y;no;yes;no;telephone;may;fri;469.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
32.0;admin.;married;basic.9y;no;yes;no;cellular;jul;tue;129.0;1;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
33.0;blue collar;married;high.school;no;no;no;telephone;may;wed;858.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;yes
33.0;blue collar;married;basic.9y;unknown;yes;no;telephone;may;mon;125.0;3;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
50.0;management;married;university.degree;unknown;no;no;cellular;jul;thu;118.0;1;999;0;;1.4;93.918;-42.7;4.968;5228.1;no
35.0;blue collar;married;basic.9y;no;yes;no;telephone;may;thu;191.0;2;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
46.0;management;married;high.school;unknown;yes;no;cellular;jul;thu;58.0;1;999;0;;1.4;93.918;-42.7;4.963;5228.1;no
56.0;blue collar;married;basic.4y;unknown;no;no;telephone;may;fri;1097.0;15;999;0;;1.1;93.994;-36.4;4.864;5191.0;yes
56.0;blue collar;married;basic.4y;unknown;yes;no;cellular;dec;tue;280.0;3;6;1;success;-3.0;92.713;-33.0;0.715;5023.5;yes
25.0;blue collar;single;basic.6y;no;no;yes;cellular;jul;fri;1127.0;3;999;0;;1.4;93.918;-42.7;4.957;5228.1;yes
54.0;technician;married;professional.course;no;no;no;cellular;aug;tue;99.0;1;999;0;;1.4;93.444;-36.1;4.963;5228.1;no
94.0;retired;married;basic.9y;no;no;no;cellular;nov;wed;134.0;1;999;1;failure;-3.4;92.649;-30.1;0.716;5017.5;no
32.0;admin.;married;high.school;no;no;no;telephone;oct;tue;101.0;1;999;0;;-0.1;93.798;-40.4;4.968;5195.8;yes
32.0;blue collar;married;basic.9y;no;no;no;cellular;may;fri;122.0;8;999;0;;-1.8;92.893;-46.2;1.25;5099.1;no
39.0;technician;married;university.degree;no;yes;no;cellular;jun;mon;713.0;2;999;0;;-1.7;94.055;-39.8;0.72;4991.6;yes
48.0;blue collar;married;basic.6y;unknown;yes;no;cellular;may;wed;334.0;2;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;no
32.0;blue collar;married;professional.course;no;no;yes;telephone;jun;fri;459.0;3;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
23.0;admin.;single;university.degree;no;no;no;cellular;apr;wed;314.0;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;yes
26.0;services;single;high.school;no;yes;no;cellular;may;mon;274.0;1;999;0;;-1.8;92.893;-46.2;1.299;5099.1;no
33.0;admin.;married;university.degree;no;yes;no;cellular;oct;tue;148.0;2;6;1;success;-3.4;92.431;-26.9;0.737;5017.5;yes
35.0;management;single;university.degree;no;yes;no;cellular;jul;tue;590.0;23;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
60.0;admin.;married;university.degree;no;yes;no;telephone;jul;thu;;1;999;0;;-2.9;92.469;-33.6;1.072;5076.2;yes
40.0;admin.;divorced;high.school;no;no;yes;cellular;jul;tue;270.0;5;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
51.0;blue collar;divorced;;unknown;unknown;unknown;telephone;jun;wed;339.0;2;999;0;;1.4;94.465;-41.8;4.962;5228.1;no
49.0;blue collar;divorced;high.school;no;no;yes;telephone;may;mon;742.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
29.0;admin.;single;university.degree;no;no;no;cellular;aug;fri;289.0;2;999;0;;-2.9;92.201;-31.4;0.881;5076.2;yes
40.0;technician;single;university.degree;no;no;no;cellular;nov;mon;;1;7;2;failure;-3.4;92.649;-30.1;0.714;5017.5;yes
;student;single;high.school;no;no;no;cellular;mar;wed;236.0;2;999;0;;-1.8;92.843;-50.0;1.602;5099.1;no
42.0;technician;married;university.degree;no;no;no;telephone;jun;fri;4.0;20;999;0;;1.4;94.465;-41.8;4.959;5228.1;no
50.0;blue collar;married;basic.4y;no;no;no;cellular;may;mon;474.0;1;9;1;success;-1.8;92.893;-46.2;1.299;5099.1;yes
39.0;blue collar;divorced;basic.9y;no;yes;no;telephone;may;fri;249.0;3;999;0;;1.1;93.994;-36.4;4.855;5191.0;no
33.0;self-employed;married;university.degree;no;yes;no;telephone;may;tue;50.0;1;999;0;;;;;4.856;5191.0;no
50.0;admin.;divorced;university.degree;unknown;no;yes;cellular;jul;mon;85.0;9;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
60.0;blue collar;married;basic.9y;unknown;yes;no;telephone;jun;thu;80.0;3;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
38.0;technician;married;university.degree;no;no;no;cellular;dec;wed;415.0;1;999;2;failure;-3.0;92.713;-33.0;0.721;5023.5;yes
31.0;blue collar;married;basic.4y;unknown;no;no;telephone;may;mon;363.0;2;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
40.0;services;married;high.school;unknown;no;no;telephone;may;mon;255.0;1;999;0;;1.1;93.994;-36.4;4.857;5191.0;no
43.0;blue collar;married;high.school;no;no;no;cellular;may;fri;22.0;8;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;no
39.0;technician;single;high.school;no;no;no;cellular;aug;mon;177.0;3;999;0;;1.4;93.444;-36.1;4.965;5228.1;no
34.0;technician;single;university.degree;no;no;yes;telephone;sep;fri;231.0;1;999;0;;-1.1;94.199;-37.5;0.879;4963.6;yes
46.0;blue collar;married;basic.4y;no;yes;no;cellular;aug;mon;626.0;2;999;0;;1.4;93.444;-36.1;4.965;5228.1;yes
34.0;blue collar;married;professional.course;no;yes;yes;telephone;jun;mon;190.0;1;999;0;;1.4;94.465;-41.8;4.961;5228.1;no
34.0;blue collar;married;basic.9y;no;no;yes;cellular;aug;tue;447.0;1;999;1;failure;-1.7;94.027;-38.3;0.904;4991.6;yes
60.0;retired;married;high.school;unknown;no;no;telephone;jul;fri;133.0;7;999;0;;1.4;93.918;-42.7;4.962;5228.1;no
34.0;admin.;married;high.school;no;yes;yes;cellular;may;tue;259.0;1;999;0;;-1.8;92.893;-46.2;1.344;5099.1;yes
40.0;blue collar;married;basic.9y;no;yes;no;telephone;nov;mon;132.0;2;999;0;;-0.1;93.2;-42.0;4.191;5195.8;no
24.0;services;married;high.school;no;no;no;telephone;may;fri;122.0;1;999;0;;1.1;93.994;-36.4;4.859;5191.0;no
31.0;admin.;single;high.school;no;no;no;cellular;nov;fri;100.0;2;999;0;;-0.1;93.2;-42.0;4.021;5195.8;no
45.0;services;single;;no;yes;no;cellular;apr;fri;164.0;4;999;0;;-1.8;93.075;-47.1;1.405;5099.1;yes
29.0;admin.;single;high.school;no;yes;no;cellular;may;fri;792.0;2;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;yes
26.0;technician;divorced;university.degree;no;no;no;cellular;jun;tue;437.0;1;999;0;;-2.9;92.963;-40.8;1.262;5076.2;yes
59.0;admin.;married;university.degree;unknown;yes;no;cellular;jun;fri;1543.0;1;999;0;;-2.9;92.963;-40.8;1.268;5076.2;yes
31.0;services;married;high.school;no;no;no;telephone;nov;fri;271.0;2;3;2;success;-3.4;92.649;-30.1;0.714;5017.5;yes
31.0;blue collar;married;professional.course;no;yes;no;cellular;jul;tue;95.0;1;999;0;;1.4;93.918;-42.7;4.961;5228.1;no
